Position,Name,Salary,GameInfo,AvgPointsPerGame,teamAbbrev
RB,Jacquizz Rodgers,3000,Chi@KC 01:00PM ET,1.45,Chi
RB,Jarryd Hayne,3000,SF@NYG 08:30PM ET,0.575,SF
RB,Kenjon Barner,3000,NO@Phi 01:00PM ET,0,Phi
WR,Brice Butler,3000,NE@Dal 04:25PM ET,2.567,Dal
RB,Derrick Coleman,3000,Sea@Cin 01:00PM ET,0.3,Sea
WR,Frankie Hammond Jr.,3000,Chi@KC 01:00PM ET,0,KC
WR,Jaron Brown,3000,Ari@Det 04:05PM ET,3.7,Ari
WR,Chris Givens,3000,Cle@Bal 01:00PM ET,1.367,Bal
WR,Keshawn Martin,3000,NE@Dal 04:25PM ET,12.3,NE
WR,B.J. Daniels,3000,Sea@Cin 01:00PM ET,2.2,Sea
RB,Jordan Todman,3000,Pit@SD 08:30PM ET,0.275,Pit
RB,Brandon Bolden,3000,NE@Dal 04:25PM ET,1.2,NE
WR,Russell Shepard,3000,Jax@TB 01:00PM ET,0.533,TB
RB,Knile Davis,3000,Chi@KC 01:00PM ET,2.675,KC
WR,Ryan Grant,3000,Was@Atl 01:00PM ET,5.6,Was
RB,Rex Burkhead,3000,Sea@Cin 01:00PM ET,2.225,Cin
RB,Nikita Whitlock,3000,SF@NYG 08:30PM ET,0,NYG
RB,Kyle Juszczyk,3000,Cle@Bal 01:00PM ET,3.05,Bal
RB,Stepfan Taylor,3000,Ari@Det 04:05PM ET,0.15,Ari
WR,Tony Washington,3000,Jax@TB 01:00PM ET,0.4,Jax
RB,Branden Oliver,3000,Pit@SD 08:30PM ET,1.475,SD
WR,Dri Archer,3000,Pit@SD 08:30PM ET,0,Pit
WR,Marquise Goodwin,3000,Buf@Ten 01:00PM ET,0,Buf
RB,Theo Riddick,3000,Ari@Det 04:05PM ET,10.875,Det
RB,Cierre Wood,3000,Buf@Ten 01:00PM ET,0.4,Buf
WR,Ricardo Lockette,3000,Sea@Cin 01:00PM ET,0.825,Sea
RB,Christine Michael,3000,NE@Dal 04:25PM ET,-0.1,Dal
RB,Denard Robinson,3000,Jax@TB 01:00PM ET,3.7,Jax
WR,Bennie Fowler,3000,Den@Oak 04:25PM ET,2.775,Den
WR,Jared Abbrederis,3000,StL@GB 01:00PM ET,0,GB
WR,Nick Williams,3000,Was@Atl 01:00PM ET,1.775,Atl
WR,Devin Street,3000,NE@Dal 04:25PM ET,0.7,Dal
WR,Marlon Brown,3000,Cle@Bal 01:00PM ET,3.875,Bal
WR,Chris Matthews,3000,Sea@Cin 01:00PM ET,1.8,Sea
WR,Aaron Dobson,3000,NE@Dal 04:25PM ET,6.367,NE
RB,Bernard Pierce,3000,Jax@TB 01:00PM ET,1.05,Jax
WR,Stedman Bailey,3000,StL@GB 01:00PM ET,5.2,StL
RB,Jalston Fowler,3000,Buf@Ten 01:00PM ET,3.367,Ten
WR,TJ Jones,3000,Ari@Det 04:05PM ET,0,Det
RB,Orleans Darkwa,3000,SF@NYG 08:30PM ET,0,NYG
RB,Roosevelt Nix,3000,Pit@SD 08:30PM ET,0,Pit
WR,Rod Streater,3000,Den@Oak 04:25PM ET,1.8,Oak
RB,Marcus Murphy,3000,NO@Phi 01:00PM ET,1.5,NO
RB,Malcolm Johnson,3000,Cle@Bal 01:00PM ET,0.85,Cle
WR,Josh Huff,3000,NO@Phi 01:00PM ET,2.633,Phi
RB,Juwan Thompson,3000,Den@Oak 04:25PM ET,0.275,Den
RB,Michael Burton,3000,Ari@Det 04:05PM ET,0.375,Det
WR,Albert Wilson,3000,Chi@KC 01:00PM ET,1.833,KC
RB,Corey Grant,3000,Jax@TB 01:00PM ET,1,Jax
WR,DeAndrew White,3000,SF@NYG 08:30PM ET,1.9,SF
RB,Jeremy Langford,3000,Chi@KC 01:00PM ET,2.15,Chi
WR,Justin Hardy,3000,Was@Atl 01:00PM ET,0,Atl
WR,J.J. Nelson,3000,Ari@Det 04:05PM ET,-0.5,Ari
WR,Andre Holmes,3000,Den@Oak 04:25PM ET,3.825,Oak
WR,Corey Fuller,3000,Ari@Det 04:05PM ET,0,Det
WR,Geremy Davis,3000,SF@NYG 08:30PM ET,0.375,NYG
RB,Jamize Olawale,3000,Den@Oak 04:25PM ET,2.7,Oak
WR,Cameron Meredith,3000,Chi@KC 01:00PM ET,2.2,Chi
RB,Zach Zenner,3000,Ari@Det 04:05PM ET,0.725,Det
WR,Willie Snead,3000,NO@Phi 01:00PM ET,11.25,NO
WR,Quinton Patton,3000,SF@NYG 08:30PM ET,3.875,SF
WR,Sammie Coates,3000,Pit@SD 08:30PM ET,1.05,Pit
RB,Ka'Deem Carey,3000,Chi@KC 01:00PM ET,0,Chi
WR,Rashad Ross,3000,Was@Atl 01:00PM ET,5.333,Was
RB,Javorius Allen,3000,Cle@Bal 01:00PM ET,2.3,Bal
WR,Marqise Lee,3000,Jax@TB 01:00PM ET,4.1,Jax
WR,Adam Humphries,3000,Jax@TB 01:00PM ET,1.133,TB
RB,Alonzo Harris,3000,StL@GB 01:00PM ET,0.85,GB
WR,Bruce Ellington,3000,SF@NYG 08:30PM ET,1.25,SF
